# Moser, Kim & Mansour (1999), Phys. Fluids 11(4), 943-945
# Downloaded from https://turbulence.oden.utexas.edu/data/MKM/chan590/profiles/chan590.means
#                 https://turbulence.oden.utexas.edu/data/MKM/chan590/profiles/chan590.reystress
# Actual Re_tau = 587.19
# Closed channel, lower half (z/delta = 0..1). Reynolds stresses are
# REMAPPED to torChannel axes: reference R_vv (wall-normal) -> ww,
# reference R_ww (spanwise) -> vv, reference R_uv -> uw.
# Normalised by u_tau (stresses by u_tau^2).
z_delta,z_plus,U_plus,uu_plus,vv_plus,ww_plus,uw_plus
1.895400e-01,1.113000e+02,1.680800e+01,3.000800e+00,1.570300e+00,1.044500e+00,-7.770500e-01
1.967900e-01,1.155600e+02,1.690200e+01,2.962600e+00,1.551900e+00,1.037800e+00,-7.701500e-01
2.041600e-01,1.198800e+02,1.699500e+01,2.925500e+00,1.534200e+00,1.031100e+00,-7.629700e-01
2.116500e-01,1.242800e+02,1.708700e+01,2.889400e+00,1.517000e+00,1.024300e+00,-7.555400e-01
2.192600e-01,1.287500e+02,1.717900e+01,2.855000e+00,1.500100e+00,1.017200e+00,-7.480400e-01
2.269900e-01,1.332900e+02,1.726900e+01,2.821600e+00,1.483300e+00,1.009800e+00,-7.405700e-01
2.348300e-01,1.378900e+02,1.735800e+01,2.788500e+00,1.466300e+00,1.002000e+00,-7.331100e-01
2.427900e-01,1.425700e+02,1.744600e+01,2.755300e+00,1.448600e+00,9.938000e-01,-7.255700e-01
2.508600e-01,1.473100e+02,1.753300e+01,2.721800e+00,1.430100e+00,9.854100e-01,-7.179600e-01
2.590500e-01,1.521100e+02,1.762000e+01,2.688500e+00,1.411700e+00,9.768700e-01,-7.102600e-01
2.673500e-01,1.569800e+02,1.770500e+01,2.655400e+00,1.393800e+00,9.681800e-01,-7.024200e-01
2.757500e-01,1.619200e+02,1.778900e+01,2.622300e+00,1.376600e+00,9.593600e-01,-6.943400e-01
2.842700e-01,1.669200e+02,1.787300e+01,2.589300e+00,1.359500e+00,9.504500e-01,-6.860000e-01
2.928900e-01,1.719900e+02,1.795600e+01,2.556800e+00,1.341700e+00,9.415400e-01,-6.775200e-01
3.016200e-01,1.771100e+02,1.803800e+01,2.524200e+00,1.323400e+00,9.326000e-01,-6.689700e-01
3.104600e-01,1.823000e+02,1.812000e+01,2.491100e+00,1.305200e+00,9.236100e-01,-6.603400e-01
3.194000e-01,1.875500e+02,1.820200e+01,2.457700e+00,1.287600e+00,9.145500e-01,-6.516400e-01
3.284400e-01,1.928600e+02,1.828200e+01,2.424100e+00,1.270400e+00,9.054200e-01,-6.429200e-01
3.375800e-01,1.982300e+02,1.836200e+01,2.390200e+00,1.253200e+00,8.962600e-01,-6.342100e-01
3.468300e-01,2.036500e+02,1.844100e+01,2.356200e+00,1.235900e+00,8.870600e-01,-6.254300e-01
3.561700e-01,2.091400e+02,1.852000e+01,2.322200e+00,1.218400e+00,8.778200e-01,-6.165100e-01
3.656100e-01,2.146800e+02,1.859800e+01,2.287700e+00,1.200500e+00,8.685600e-01,-6.075000e-01
3.751400e-01,2.202800e+02,1.867600e+01,2.251900e+00,1.181900e+00,8.592900e-01,-5.984900e-01
3.847700e-01,2.259300e+02,1.875400e+01,2.214800e+00,1.163100e+00,8.498600e-01,-5.894100e-01
3.944900e-01,2.316400e+02,1.883100e+01,2.177100e+00,1.144500e+00,8.401000e-01,-5.802100e-01
4.043000e-01,2.374000e+02,1.890700e+01,2.139300e+00,1.126400e+00,8.298700e-01,-5.709500e-01
4.142000e-01,2.432200e+02,1.898200e+01,2.101700e+00,1.108600e+00,8.192200e-01,-5.617000e-01
4.241900e-01,2.490800e+02,1.905600e+01,2.063700e+00,1.091200e+00,8.083500e-01,-5.523900e-01
4.342700e-01,2.550000e+02,1.912800e+01,2.025200e+00,1.074200e+00,7.973000e-01,-5.429100e-01
4.444300e-01,2.609700e+02,1.919900e+01,1.986100e+00,1.057400e+00,7.860400e-01,-5.332500e-01
4.546700e-01,2.669800e+02,1.926900e+01,1.946300e+00,1.040400e+00,7.746100e-01,-5.235100e-01
4.650000e-01,2.730500e+02,1.933800e+01,1.906200e+00,1.023100e+00,7.630900e-01,-5.136800e-01
4.754100e-01,2.791600e+02,1.940600e+01,1.865800e+00,1.005400e+00,7.514600e-01,-5.037200e-01
4.859000e-01,2.853200e+02,1.947300e+01,1.825200e+00,9.874300e-01,7.396700e-01,-4.936900e-01
4.964600e-01,2.915200e+02,1.953900e+01,1.784800e+00,9.694200e-01,7.278000e-01,-4.836000e-01
5.071000e-01,2.977700e+02,1.960400e+01,1.744800e+00,9.512300e-01,7.158500e-01,-4.733200e-01
5.178200e-01,3.040600e+02,1.966800e+01,1.705300e+00,9.327300e-01,7.038200e-01,-4.628600e-01
5.286000e-01,3.103900e+02,1.973100e+01,1.666100e+00,9.141800e-01,6.917400e-01,-4.523200e-01
5.394600e-01,3.167700e+02,1.979400e+01,1.626900e+00,8.957900e-01,6.797300e-01,-4.417600e-01
5.503900e-01,3.231900e+02,1.985500e+01,1.587400e+00,8.778800e-01,6.678200e-01,-4.311200e-01
5.613800e-01,3.296400e+02,1.991600e+01,1.548000e+00,8.601700e-01,6.560100e-01,-4.203700e-01
5.724400e-01,3.361400e+02,1.997600e+01,1.509400e+00,8.423000e-01,6.443400e-01,-4.095400e-01
5.835700e-01,3.426700e+02,2.003500e+01,1.471700e+00,8.245200e-01,6.328700e-01,-3.986200e-01
5.947600e-01,3.492400e+02,2.009300e+01,1.434600e+00,8.072000e-01,6.216100e-01,-3.876600e-01
6.060100e-01,3.558400e+02,2.014900e+01,1.397900e+00,7.903300e-01,6.105800e-01,-3.768000e-01
6.173200e-01,3.624800e+02,2.020400e+01,1.361700e+00,7.730000e-01,5.998200e-01,-3.660600e-01
6.286800e-01,3.691600e+02,2.025800e+01,1.326000e+00,7.548100e-01,5.893900e-01,-3.552700e-01
6.401000e-01,3.758700e+02,2.031100e+01,1.290800e+00,7.360900e-01,5.792900e-01,-3.443600e-01
6.515800e-01,3.826000e+02,2.036400e+01,1.256100e+00,7.172800e-01,5.694500e-01,-3.333400e-01
6.631100e-01,3.893700e+02,2.041500e+01,1.222400e+00,6.985300e-01,5.597800e-01,-3.222400e-01
6.746900e-01,3.961700e+02,2.046400e+01,1.189500e+00,6.798900e-01,5.502600e-01,-3.109800e-01
6.863200e-01,4.030000e+02,2.051300e+01,1.157300e+00,6.615000e-01,5.408900e-01,-2.995300e-01
6.979900e-01,4.098600e+02,2.056100e+01,1.126200e+00,6.431500e-01,5.316500e-01,-2.879700e-01
7.097200e-01,4.167400e+02,2.060800e+01,1.096000e+00,6.248200e-01,5.224700e-01,-2.764200e-01
7.214800e-01,4.236500e+02,2.065300e+01,1.066500e+00,6.070000e-01,5.133400e-01,-2.649800e-01
7.332900e-01,4.305800e+02,2.069800e+01,1.037100e+00,5.901800e-01,5.042800e-01,-2.536800e-01
7.451300e-01,4.375400e+02,2.074100e+01,1.007800e+00,5.741600e-01,4.953200e-01,-2.423800e-01
7.570200e-01,4.445200e+02,2.078400e+01,9.786000e-01,5.585000e-01,4.864700e-01,-2.310200e-01
7.689400e-01,4.515200e+02,2.082600e+01,9.496300e-01,5.434100e-01,4.777500e-01,-2.196300e-01
7.809000e-01,4.585400e+02,2.086600e+01,9.209200e-01,5.291500e-01,4.692000e-01,-2.081900e-01
7.928900e-01,4.655800e+02,2.090500e+01,8.926800e-01,5.157600e-01,4.608800e-01,-1.966700e-01
8.049100e-01,4.726400e+02,2.094300e+01,8.652100e-01,5.030100e-01,4.528400e-01,-1.851200e-01
8.169600e-01,4.797100e+02,2.097900e+01,8.388900e-01,4.907400e-01,4.451200e-01,-1.735700e-01
8.290400e-01,4.868100e+02,2.101300e+01,8.135400e-01,4.789300e-01,4.377500e-01,-1.620100e-01
8.411400e-01,4.939100e+02,2.104600e+01,7.885600e-01,4.676500e-01,4.307700e-01,-1.504000e-01
8.532700e-01,5.010400e+02,2.107600e+01,7.640200e-01,4.568100e-01,4.242600e-01,-1.387300e-01
8.654200e-01,5.081700e+02,2.110500e+01,7.405900e-01,4.465900e-01,4.182400e-01,-1.270700e-01
8.775900e-01,5.153200e+02,2.113100e+01,7.188000e-01,4.373600e-01,4.127200e-01,-1.155100e-01
8.897800e-01,5.224700e+02,2.115600e+01,6.986900e-01,4.290900e-01,4.077800e-01,-1.040400e-01
9.019800e-01,5.296400e+02,2.117800e+01,6.799400e-01,4.214400e-01,4.035100e-01,-9.262200e-02
9.142000e-01,5.368100e+02,2.119800e+01,6.625200e-01,4.144400e-01,3.999500e-01,-8.116900e-02
9.264400e-01,5.440000e+02,2.121500e+01,6.467300e-01,4.083600e-01,3.970400e-01,-6.964700e-02
9.386800e-01,5.511900e+02,2.123000e+01,6.327800e-01,4.035100e-01,3.947200e-01,-5.806200e-02
9.509300e-01,5.583800e+02,2.124200e+01,6.209900e-01,3.999800e-01,3.929800e-01,-4.642200e-02
9.631900e-01,5.655800e+02,2.125100e+01,6.116500e-01,3.975100e-01,3.917900e-01,-3.476800e-02
9.754600e-01,5.727800e+02,2.125800e+01,6.049900e-01,3.957700e-01,3.910700e-01,-2.313800e-02
9.877300e-01,5.799900e+02,2.126200e+01,6.011200e-01,3.948300e-01,3.906900e-01,-1.154300e-02
1.000000e+00,5.871900e+02,2.126300e+01,5.999000e-01,3.946000e-01,3.905600e-01,0.000000e+00
